speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
President Donald J. Trump,I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good.,0,Not given,Not given,Not given
President Donald J. Trump,"We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people.",0,Not given,Not given,Not given
Chris Wallace,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet.",0,Not given,Not given,Not given
President Donald J. Trump,"I think a lot of things do, but I think to an extent, yes.",0,Not given,Not given,Not given
President Donald J. Trump,"I think to an extent, yes, but I also think we have to do better management of our forest.",0,Not given,Not given,Not given
President Donald J. Trump,Every year I get the call.,0,Not given,Not given,Not given
President Donald J. Trump,"California’s burning, California’s burning.",0,Not given,Not given,Not given
President Donald J. Trump,"If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls.",0,Not given,Not given,Not given
President Donald J. Trump,"In Europe, they live they’re forest cities.",0,Not given,Not given,Not given
President Donald J. Trump,They call forest cities.,0,Not given,Not given,Not given
President Donald J. Trump,They maintain their forest.,0,Not given,Not given,Not given
President Donald J. Trump,They manage their forest.,0,Not given,Not given,Not given
President Donald J. Trump,"I was with the head of a major country, it’s a forest city.",0,Not given,Not given,Not given
President Donald J. Trump,"He said, “Sir, we have trees that are far more, they ignite much easier than California.",0,Not given,Not given,Not given
President Donald J. Trump,There shouldn’t be that problem.” I spoke with the Governor about it.,0,Not given,Not given,Not given
President Donald J. Trump,I’m getting along very well with the governor.,0,Not given,Not given,Not given
President Donald J. Trump,"But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management.",0,Not given,Not given,Not given
Chris Wallace,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants?",0,Not given,Not given,Not given
Chris Wallace,Why have you relaxed…?,0,Not given,Not given,Not given
President Donald J. Trump,Because it was driving energy prices through the sky.,0,Not given,Not given,Not given
Vice President Joe Biden,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,0,Not given,Not given,Not given
President Donald J. Trump,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference.",0,Not given,Not given,Not given
President Donald J. Trump,And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased.,0,Not given,Not given,Not given
President Donald J. Trump,"We have the old slugs out there that are 10, 12 years old.",0,Not given,Not given,Not given
President Donald J. Trump,"If you did that, the car would be safer.",0,Not given,Not given,Not given
President Donald J. Trump,"It would be much cheaper by $3,500.",0,Not given,Not given,Not given
Chris Wallace,But in the case of California they have simply ignored that.,0,Not given,Not given,Not given
President Donald J. Trump,"No, but you would take a lot of cars off the market because people would be able to afford a car.",0,Not given,Not given,Not given
President Donald J. Trump,"Now, by the way, we’re going to see how that turns out.",0,Not given,Not given,Not given
President Donald J. Trump,"But a lot of people agree with me, many people.",0,Not given,Not given,Not given
President Donald J. Trump,The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline.,0,Not given,Not given,Not given
President Donald J. Trump,And I’m okay with electric cars too.,0,Not given,Not given,Not given
President Donald J. Trump,I think I’m all for electric cars.,0,Not given,Not given,Not given
President Donald J. Trump,I’ve given big incentives for electric cars but what they’ve done in California is just crazy.,0,Not given,Not given,Not given
Chris Wallace,"All right, Vice president Biden.",0,Not given,Not given,Not given
Chris Wallace,I’d like you to respond to the president’s climate change record but I also want to ask you about a concern.,0,Not given,Not given,Not given
Chris Wallace,You propose $2 trillion in green jobs.,0,Not given,Not given,Not given
Chris Wallace,"You talk about new limits, not abolishing, but new limits on fracking.",0,Not given,Not given,Not given
Chris Wallace,Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050.,0,Not given,Not given,Not given
Chris Wallace,The president says a lot of these things would tank the economy and cost millions of jobs.,0,Not given,Not given,Not given
Vice President Joe Biden,"He’s absolutely wrong, number one.",0,Not given,Not given,Not given
Vice President Joe Biden,"Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil.",0,Not given,Not given,Not given
Vice President Joe Biden,Nobody’s going to build another coal fired plant in America.,0,Not given,Not given,Not given
Vice President Joe Biden,No one’s going to build another oil fire plant in America.,0,Not given,Not given,Not given
Vice President Joe Biden,They’re going to move to renewable energy.,0,Not given,Not given,Not given
Vice President Joe Biden,"Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles.",0,Not given,Not given,Not given
Vice President Joe Biden,"Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future.",0,Not given,Not given,Not given
Vice President Joe Biden,We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out.,0,Not given,Not given,Not given
Vice President Joe Biden,There’s so many things that we can do…,0,Not given,Not given,Not given
Vice President Joe Biden,Gas and oil because the heat will not be going out.,0,Not given,Not given,Not given
Vice President Joe Biden,There’s so many things that we can do now to create thousands and thousands of jobs.,0,Not given,Not given,Not given
Vice President Joe Biden,"We can get to net zero, in terms of energy production, by 2035.",0,Not given,Not given,Not given
Vice President Joe Biden,"Not only not costing people jobs, creating jobs, creating millions of good-paying jobs.",0,Not given,Not given,Not given
Vice President Joe Biden,"Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green.",0,Not given,Not given,Not given
Vice President Joe Biden,"And the first thing I will do, I will rejoin the Paris Accord.",0,Not given,Not given,Not given
Vice President Joe Biden,"I will join the Paris Accord because with us out of it, look what’s happening.",0,Not given,Not given,Not given
Vice President Joe Biden,It’s all falling apart.,0,Not given,Not given,Not given
Vice President Joe Biden,And talk about someone who has no relationship with foreign policy.,0,Not given,Not given,Not given
